,message,lebel
989,Ugh . Got ta drive back sd la . butt sore .,0
990,26th JULY,1
991,Hi im relaxing time ever ! get 7am every day ! party good night ? get home tomorrow 5ish .,0
992,ï¿½_ ... ï¿½ï¿½ wan come come lor ... din c stripe skirt ...,0
993,Xmas story peace .. Xmas msg love .. Xmas miracle jesus .. Hav blessed month ahead & amp ; wish U Merry Xmas ...,0
994,"ca n't , n't number !",0
995,Change ... 's e one next escalator ...,0
996,Yetunde 'm class run water make ok. Pls .,0
997,lot happened . Feels quiet . Beth aunt charlie working lot . helen mo . ?,0
998,ï¿½_ wait 4 bus stop aft ur lect lar . dun c ï¿½_ go get car come back n pick ï¿½_ .,0
999,"Aight , thanks comin",0
1000,.. heard abt tat ..,0
1001,Please call customer service representative FREEPHONE 0808 145 4742 9am-11pm guaranteed ï¿½1000 cash ï¿½5000 prize !,1
1002,Yes .. really great .. bhaji told kallis best cricketer sachin world : ) .very tough get .,0
1003,& lt ; # & gt ; think ? say syllabus,0
1004,Umma . say anything,0
1005,Give sec think think,0
1006,Panasonic & BluetoothHdset FREE . Nokia FREE . Motorola FREE & DoubleMins & DoubleTxt Orange contract . Call MobileUpd8 08000839402 call 2optout,1
1007,n't quite know . still ca n't get hold anyone . cud pick bout 7.30pm see 're pub ?,0
1008,"Poyyarikatur , kolathupalayam , unjalur post , erode dis , & lt ; # & gt ; .",0
1009,"Dear Hero , leaving qatar tonite apt opportunity.pls keep touch & lt ; EMAIL & gt ; , kerala",0
1010,Lol would mom would fit tell whole family crazy terrible,0
1011,"got home babe , still awake ?",0
1012,dunno close oredi ... ï¿½ï¿½ v fan ...,0
1013,buy pizza . Meat lover supreme . U get pick .,0
1014,"Ya , told .. asking wats matter ?",0
1015,"Dear , regret cudnt pick call.drove frm ctla cochin home.left mobile car .. ente style ishtamayoo ? happy bakrid !",0
1016,FREE 1st week ! No1 Nokia tone 4 ur mob every week txt NOKIA 8007 Get txting tell ur mate www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1
1017,Shall send exe mail id .,0
1018,Nope watching tv home ... going . V bored ...,0
1019,know .. wait check .,0
1020,"Good afternoon glorious anniversary day , sweet J ! ! hope find happy content , Prey . think send teasing kiss across sea coaxing image fond souveniers ... Cougar-Pen",0
1021,Guess ! Somebody know secretly fancy ! Wan na find ? Give u call 09065394514 Landline DATEBox1282EssexCM61XN 150p/min 18,1
1022,still tonight ?,0
1023,May call later Pls,0
1024,n't pattern recently crap weekend ?,0
1025,sore throat . 's scratch talk,0
1026,Yes da . plm ur office,0
1027,around still asleep ? : V,0
1028,"Lol forgot eh ? Yes , 'll bring babe",0
1029,"good , 'll find way",0
1030,use foreign stamp country . Good lecture .,0
1031,Yup bathe liao ...,0
1032,HAPPY NEW YEAR NO.1 MAN,0
1033,"OH MR SHEFFIELD ! wan na play game , okay . 're bos 'm nanny . give raise 'll give one ! !",0
1034,ZOE HIT 2 IM FUCKING SHITIN IL DEFO TRY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0
1035,"Hello baby , get back mom 's ? setting computer ? Filling belly ? go loverboy ? miss already ... * sigh *",0
1036,"blanket sufficient , thx",0
1037,"naughty little thought : 'its better flirt , flirt n flirt , rather loving someone n gettin hurt , hurt n hurt ... : - ) Gud nyt",0
1038,"Edison rightly said , \A fool ask question wise man answer\ `` know u speechless ViVa .. GM",0
1039,talking thats de . wont .,0
1040,Today going college able atten class .,0
1041,'m class . holla later,0
1042,Easy ah ? sen got selected mean good ..,0
1043,Mmm thats better got roast ! iï¿½ï¿½d b better drink 2 ! Good indian ?,0
1044,"know someone know fancy . Call 09058097218 find . POBox 6 , LS15HB 150p",1
1045,"Come round , 's .",0
1046,1 thing ! Change sentence : \Because want 2 concentrate educational career im leaving .. \ `` ``,0
1047,"1000 's flirting ! Txt GIRL BLOKE & ur NAME & AGE , eg GIRL ZOE 18 8007 join get chatting !",1
1048,walked hour 2 c u ! doesnï¿½ï¿½t show care wont u believe im serious ?,0
1049,18 day Euro2004 kickoff ! U kept informed latest news result daily . Unsubscribe send GET EURO STOP 83222 .,1
1050,available soiree June 3rd ?,0
1051,u noe wat time e place dat sell 4d close ?,0
1052,"got another job ! one hospital data analysis something , start monday ! sure thesis got finished",0
1053,Jay 's getting really impatient belligerent,0
1054,HIYA COMIN 2 BRISTOL 1 ST WEEK APRIL . LES GOT + RUDI NEW YRS EVE SNORING.THEY DRUNK ! U BAK COLLEGE YET ? WORK SENDS INK 2 BATH .,0
1055,'m work . Please call,0
1056,u drive lor .,0
1057,Ard 515 like dat . ?,0
1058,Tell 're female : V 're throwing ? 're deciding get,0
1059,EASTENDERS TV Quiz . FLOWER DOT compare ? D= VIOLET E= TULIP F= LILY txt E F 84025 4 chance 2 WIN ï¿½100 Cash WKENT/150P16+,1
1060,'m working technical support : ) voice process.networking field .,0
1061,might come kerala 2 days.so prepared take leave finalise .dont plan travel visit.need finish urgent work .,0
1062,Ok. sure time tho sure get library class . try . See point ! good eve .,0
1063,new local date area - Lots new people registered AREA . Reply DATE start ! 18 www.flirtparty.us REPLYS150,1
1064,"'s fine , 'll bitch later",0
1065,mum went 2 dentist .,0
1066,free call sir . waiting .,0
1067,Meeting u work . . . Tel shall work tomorrow,0
1068,Someone U know asked dating service 2 contact ! Cant Guess ? CALL 09058091854 revealed . PO BOX385 M6 6WU,1
1069,Jus finish bathing ...,0
1070,"alright , 'll make sure car back tonight",0
1071,URGENT ! trying contact U. Todays draw show ï¿½800 prize GUARANTEED . Call 09050003091 land line . Claim C52 . Valid12hrs,1
1072,Dear U 've invited XCHAT . final attempt contact u ! Txt CHAT 86688,1
1073,Lul im gettin juicy gossip hospital . Two nurse talking fat gettin . one think shes obese . Oyea .,0
1074,Aight ill get fb couple minute,0
1075,Oi . Ami parchi na . Kicchu kaaj korte iccha korche na . Phone ta tul na . Plz . Plz .,0
1076,download clear movie . Dvd copy .,0
1077,"Yep , pretty sculpture",0
1078,Convey regard,0
1079,watching surya movie . . .after 6 pm vijay movie POKKIRI,0
1080,tell happen dont behave like . Ok need say,0
1081,u get pic msg phone ?,0
1082,Send someone else : - ),0
1083,Wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem ! ! !,0
1084,love start attraction.i feel need every time around me.she first thing come thoughts.I would start day end her.she every time dream.love every breath name.my life happen around her.my life named her.I would cry her.will give happiness take sorrows.I ready fight anyone her.I love craziest thing her.love n't proove anyone girl beautiful lady whole planet.I always singing praise her.love start making chicken curry end makiing sambar.life beautiful then.will get every morning thank god day me.I would like say lot .. tell later ..,0
1085,"FR'NDSHIP like needle clock . Though V r clock , V r nt able 2 met . Evn V meet , itz 4few second . Bt V alwys stay conected . Gud 9t ; - )",0
1086,n't think spatula hand !,0
1087,never NOTHING,0
1088,awarded SiPix Digital Camera ! call 09061221061 landline . Delivery within 28days . Cs Box177 . M221BP . 2yr warranty . 150ppm . 16 . p pï¿½3.99,1
1089,Goodmorning today late & lt ; DECIMAL & gt ; min .,0
1090,WIN URGENT ! mobile number awarded ï¿½2000 prize GUARANTEED call 09061790121 land line . claim 3030 valid 12hrs 150ppm,1
1091,Please da call mistake side sorry da . Pls da goto doctor .,0
1092,r meeting ?,0
1093,"Well weather cali 's great . complexity great . need car move freely , tax outrageous . great place . sad part missing home .",0
1094,reached home . . . tired . . come tomorro,0
1095,Ryder unsold.now gibbs .,0
1096,Dear Subscriber ur draw 4 ï¿½100 gift voucher b entered receipt correct an . Elvis Presleys Birthday ? TXT answer 80062,1
1097,n't fret . 'll buy ovulation test strip send . wont get til like march . send postal address.u 'll alright.Okay .,0
1098,GIFTS ! ! trying get throw cliff something ?,0
1099,ne thing interesting . good birthday ? u wrking nxt ? started uni today .,0
1100,busy come point figure 're tomorrow,0
1101,"Yeah go , bored depressed sittin waitin phone ring ... Hope wind drop though , scary",0
1102,Black shirt n blue jean ... thk c ï¿½_ ...,0
1103,Aiyah sorry lor ... watch tv watch forgot 2 check phone .,0
1104,Message Important information O2 user . Today lucky day ! 2 find log onto http : //www.urawinner.com fantastic surprise awaiting,1
1105,hen night . Going swing,0
1106,"Good afternoon , love . go day ? ? woke early online waiting ... Hmmm ... Italian boy online see . * grin *",0
1107,someone smoke every time 've smoked last two week calling texting wanted smoke,0
1108,'ll get headache trying figure . U trust math . promise . : - ),0
1109,.. first time .. dhoni rock ...,0
1110,Ok ill tell company,0
1111,"Awesome , think get 8th usf time tonight ?",0
1112,mean still think teju,0
1113,"'m good movie , ok leave hourish ?",0
1114,: ) kallis home ground.amla home town durban : ),0
1115,let make saturday monday per convenience .,0
1116,Hey ... time driving fri ? go evaluation fri ?,0
1117,"449050000301 ï¿½2,000 price ! claim , call 09050000301 .",1
1118,'m going 4 lunch wif family aft dat go str 2 orchard lor .,0
1119,"Bored speed dating ? Try SPEEDCHAT , txt SPEEDCHAT 80155 , n't like em txt SWAP get new chatter ! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1
1120,Cancel cheyyamo ? get money back ?,0
1121,want 750 anytime network min 150 text NEW video phone five pound per week call 08000776320 reply delivery Tomorrow,1
1122,Ok.ok ok .. .. whats ur today plan,0
1123,Good morning princess ! ?,0
1124,Aiyar sorry lor forgot 2 tell u ...,0
1125,taking part mobile survey yesterday ! 500 text 2 use however wish . 2 get txts send TXT 80160 & C www.txt43.com 1.50p,1
1126,tonight mate . Catching sleep . new number way .,0
1127,Height \Oh shit .... ! ! \ `` situation : guy throw luv letter gal fall brother head who gay,0
1128,Ur HMV Quiz cash-balance currently ï¿½500 - maximize ur cash-in send HMV1 86688 150p/msg,1
1129,"check error difficulty , correction .",0
1130,Howz pain ? hope u r fine ..,0
1131,"Sorry , 'll call later",0
1132,Good morning princess ! ?,0
1133,"entered cabin PA said , `` Happy B'day Boss ! ! `` . felt special . askd 4 lunch . lunch invited apartment . went .",0
1134,U wake already ? Thanx 4 e tau sar piah 's quite nice .,0
1135,K need login anything,0
1136,Dont forget place many FREE Requests 1stchoice.co.uk wish . Information call 08707808226 .,1
1137,LOL ... busy,0
1138,* u wearing ?,0
1139,Message : text missing * Sender : Name Missing * * Number Missing * Sent : Date missing * Missing U lot thats everything missing sent via fullonsms.com,0
1140,Oh : ) usual vijay film different ?,0
1141,n't know u u n't know . Send CHAT 86688 let 's find ! 150p/Msg rcvd . HG/Suite342/2Lands/Row/W1J6HL LDN . 18 year .,1
1142,good day ? Mine really busy much tomorrow night ?,0
1143,way send shade 's stuff . wonderful .,0
1144,Really ... tot ur paper ended long ago ... wat u copied jus got use ? U happy lar ... still haf 2 study : - (,0
1145,"Thank , winner notified sm . Good Luck ! future marketing reply STOP 84122 customer service 08450542832",1
1146,Babe ? lost ... : - (,0
1147,Ok ... Help ask 's working tmr ?,0
1148,'m driving ... Raining ! 'll get caught e mrt station lor .,0
1149,drop tank,0
1150,( said text one time ? ),0
1151,"Sorry , 'll call later",0
1152,Ok go change also ...,0
1153,1000 's girl many local 2 u r virgin 2 & r ready 2 4fil ur every sexual need . u 4fil ? text CUTE 69911 ( ï¿½1.50p . ),1
1154,u find sitter kaitlyn ? sick slept day yesterday .,0
1155,"Sorry man , accidentally left phone silent last night n't check til got",0
1156,Hey .. Something came last min .. Think wun signing tmr .. Hee,0
1157,'s adult would learn experience . 's real danger . dont like peep using drug dont need . comment,0
1158,Hey ! 's veggie pizza ... : /,0
1159,Yun buying ... school got offer 2000 plus ...,0
1160,sure neighbor didnt pick,0
1161,K. sent,0
1162,Free entry 2 wkly comp win FA Cup final tkts 21st May 2005 . Text FA 87121 receive entry question ( std txt rate ) & C 's apply 08452810075over18 's,1
1163,"New Theory : Argument win SITUATION , loses PERSON . dont argue ur friend .. . . . kick & amp ; say , 'm always correct . !",0
1164,Well . Im computerless . Time make oreo truffle,0
1165,"Haha yeah see , sec",0
1166,number sir,0
1167,Lol 'm hot air balloon !,0
1168,Ok . . bus . . come soon come otherwise tomorrow,0
1169,Msgs r time pass.They silently say thinking U right also making U think least 4 moment . Gd nt.swt drms @ Shesil,0
1170,"Yeah , probably swing roommate finish girl",0
1171,"Got take 2 take part WRC Rally Oz ? U Lucozade Energy ! Text RALLY LE 61200 ( 25p ) , see pack lucozade.co.uk/wrc & itcould u !",1
1172,Happy new year melody !,0
1173,ï¿½ï¿½ dun need pick ur gf ?,0
1174,Yay ! better told 5 girl either .,0
1175,Horrible u eat mac eat u forgot abt already rite ... U take long 2 reply . thk 's toot b4 b prepared . wat shall eat ?,0
1176,"say fantastic chance , anything need bigger life lift losing 2 live , think would first person 2 die N V Q ?",0
1177,nw came hme da ..,0
1178,"'m outside island , head towards hard rock 'll run",0
1179,day class class .,0
1180,'m chennai velachery : ),0
1181,flippin shit yet ?,0
1182,"K give sec , breaking & lt ; # & gt ; cstore",0
1183,much bad avoid like ?,0
1184,"Yo , around ? got car back",0
1185,Annoying n't .,0
1186,"Goodmorning , Today late & lt ; # & gt ; min .",0
1187,'s point hangin mr right 's makin u happy,0
1188,come alive.better correct good looking figure ..,0
1189,case guess 'll see campus lodge,0
1190,'re done ...,0
1191,Come home one last time wont anything . Trust .,0
1192,night worrying appt . 's shame missed girl night quiz popcorn hair .,0
1193,Sex ur mobile FREE sexy pic Jordan ! text BABE 88600 . every wk get sexy celeb ! PocketBabe.co.uk 4 pic . 16 ï¿½3/wk 087016248,1
1194,Ok ... C ya ...,0
1195,1 new voicemail . Please call 08719181503,1
1196,said matter . mind saying matter .,0
1197,also know lunch menu da . . know,0
1198,"Al moan n e thin go wrong fault & al de argument r fault & fed himso bother ? Hav 2go , thanx.xx",0
1199,NEFT Transaction reference number & lt ; # & gt ; Rs . & lt ; DECIMAL & gt ; credited beneficiary account & lt ; # & gt ; & lt ; TIME & gt ; : & lt ; # & gt ;,0
1200,Otherwise part time job na-tuition ..,0
1201,know called,0
1202,"also da , feel yesterday night wait til 2day night dear .",0
1203,Thanks understanding . 've trying tell sura .,0
1204,WIN year supply CDs 4 store ur choice worth ï¿½500 & enter ï¿½100 Weekly draw txt MUSIC 87066 Ts & Cs www.Ldew.com.subs16+1win150ppmx3,1
1205,whole car appreciated last two ! Dad map reading semi argument apart thing going ok. P .,0
1206,"SIM subscriber , selected receive Bonus ! Get delivered door , Txt word OK : 88600 claim . 150p/msg , EXP . 30Apr",1
1207,need strong arm ...,0
1208,Also maaaan missing,0
1209,bday real april .,0
1210,Guessin ai n't gon na 9 ?,0
1211,Ok come ur home half hour,0
1212,"Yo , game almost ? Want go walmart soon",0
1213,"Yeah , probably sure . Ilol let u know , personally wuldnt bother , ur goin mite well ! !",0
1214,'ll text ! creepy like wo n't think forgot,0
1215,"would good ï¿½ï¿½_ 'll phone tomo lunchtime , shall , organise something ?",0
1216,1 new voicemail . Please call 08719181513 .,1
1217,"Damn , make tonight want wait til tomorrow",0
1218,K .. k .. 'm also fine : ) complete course ?,0
1219,"True . passable . get high score apply phd , get 5years salary . make life easier .",0
1220,. 1 Nokia Tone 4 ur mob every week ! txt NOK 87021 . 1st Tone FREE ! get txtin tell ur friend . 150p/tone . 16 reply HL 4info,1
1221,Prakesh know .,0
1222,Teach apps da . come college .,0
1223,Rofl betta invest anti aging product,0
1224,winner U specially selected 2 receive ï¿½1000 cash 4 * holiday ( flight inc ) speak live operator 2 claim 0871277810810,1
1225,"sir , receive account another 1hr time . Sorry delay .",0
1226,Reply name address RECEIVE POST week completely free accommodation various global location www.phb1.com ph:08700435505150p,1
1227,ï¿½_ 'll submitting da project tmr rite ?,0
1228,FREE entry ï¿½250 weekly comp send word ENTER 84128 . 18 & C www.textcomp.com cust care 08712405020 .,1
1229,Jus an lar . U 'll noe later .,0
1230,want send something sell fast . & lt ; # & gt ; k easy money .,0
1231,got * thing . may * pub later .,0
1232,1 's finish meeting call .,0
1233,Lol ok . 'll snatch purse .,0
1234,\Hello-/ @ drivby-:0quit edrunk sorry iff pthis make senrd-dnot ^ dancce 2 drum n basq ! ihave fun 2nhite x ro xxxxxxx\ `` ``,0
1235,opinion ? 1 . 2 . Jada 3 . Kusruthi 4 . Lovable 5 . Silent 6 . Spl character 7 . matured 8 . Stylish 9 . Simple Pls reply ..,0
1236,much getting ?,0
1237,ur paper e morn aft tmr ?,0
1238,"Dear relieved westonzoyland , going plan end !",0
1239,Hope great new semester . wish best . made greatness .,0
1240,Oh yes speak txt 2 u ! Hmm . u get email ?,0
1241,"want show world , princess : ) europe ?",0
1242,Nobody decide eat dad want Chinese,0
1243,shoot . 'm doc waiting room . : /,0
1244,? 'm going 4 dinner soon ..,0
1245,Hello site download song urgent pls,0
1246,"know u mean , king havin credit ! 'm goin2bed . Night night sweet ! Only1more sleep !",0
1247,Horrible gal . sch stuff . come u got mc ?,0
1248,"HI HUN ! IM COMIN 2NITE-TELL EVERY1 IM SORRY 4 , HOPE U AVA GOODTIME ! OLI RANG MELNITE IFINK MITE B SORTED , IL EXPLAIN EVERYTHIN MON.L8RS.x",0
1249,"call later , n't network . urgnt , sm .",0
1250,Ummmmmaah Many many happy return day dear sweet heart .. HAPPY BIRTHDAY dear,0
1251,Please CALL 08712402779 immediately urgent message waiting,1
1252,Yeah like go like friend imma flip shit like half hour,0
1253,Mum say wan go go ... shun bian watch da glass exhibition ...,0
1254,plan pongal ?,0
1255,wait till end march el nino get . Oh .,0
1256,"yet chikku .. going room nw , 'm bus ..",0
1257,also cbe . pay .,0
1258,Honey boo 'm missing u .,0
1259,"sent JD Customer Service cum Accounts Executive ur mail id , detail contact u",1
1260,"Yo , 'm parent ' gettin cash . Good news : picked downstem",0
1261,"Thank much . skyped wit kz sura , didnt get pleasure company . Hope good . 've given ultimatum oh ! countin aburo . Enjoy !",0
1262,"Hungry gay guy feeling hungry 4 , . Call 08718730555 10p/min . stop text call 08712460324 ( 10p/min )",1
1263,Ok. wahala . remember friend need ...,0
1264,see half hour,0
1265,"Im inperialmusic listening2the weirdest track ever byï¿½ï¿½leafcutter johnï¿½ï¿½-sounds like insect molested & someone plumbing , remixed evil men acid !",0
1266,\Hey sorry didntgive ya bellearlier hunny,0
1267,SERIOUSLY . TELL EXACT WORDS RIGHT .,0
1268,U get 2 phone ? wan na chat 2 set meet Call 09096102316 U cum 2moro Luv JANE xx Callsï¿½1/minmoremobsEMSPOBox45PO139WA,1
1269,"Tee hee . lecture , cheery bye bye .",0
1270,"Sorry chikku , cell got problem thts nt able reply u msg u ..",0
1271,still havent collected dough pls let know go place sent get control number,0
1272,Ok ...,0
1273,network operator . service free . & C 's visit 80488.biz,1
1274,Let know contact . 've settled room . Lets know ok .,0
1275,Wot u 2 u weirdo ?,0
1276,lor ...,0
1277,Dont put phone silent mode ok,0
1278,meet ï¿½_ 5 .. 4 depends ï¿½_ wan 2 lor ..,0
1279,Waiting 4 tv show 2 start lor ... U leh still busy ur report ?,0
1280,Oh ho . first time u use type word,0
1281,one n't stalk profile ?,0
1282,Ever green quote ever told Jerry cartoon \A Person Irritates u Always one Loves u Vry Much Fails Express ... ! .. ! ! : - ) : - ) gud nyt ``,0
1283,Yes thought . Thanks .,0
1284,she.s drinkin 'm ok .,0
1285,"wondering , others took",0
1286,"Night ended another day , morning come special way . May smile like sunny ray leaf worry blue blue bay . Gud mrng",0
1287,", dog ? Must always wait till end day word ? run time cell already ?",0
1288,Happy new year u !,0
1289,"Hey ... Great deal ... Farm tour 9am 5pm $ 95/pax , $ 50 deposit 16 May",1
1290,Eat jap done oso aft ur lect wat ... ï¿½ï¿½ got lect 12 rite ...,0
1291,"Hey babe ! saw came online second disappeared , happened ?",0
1292,Da birthdate certificate april real date today . dont publish . shall give special treat keep secret . way thanks wish,0
1293,Happy birthday ... May ur dream come true ...,0
1294,Aiyah u ok already lar . E nydc wheellock ?,0
1295,TELL SAID EAT SHIT .,0
1296,Sure ! driving reach destination soon .,0
1297,"K , much 8th ? Fifty ?",0
1298,daily text ï¿½ï¿½ï¿½ favour time,0
1299,Great hear settling well . 's happenin wit ola ?,0
1300,cocksucker . make feel better ipads worthless garbage novelty item feel bad even wanting one,0
1301,tot u reach liao . said t-shirt .,0
1302,"FRAN DECIDED 2 GO N E WAY IM COMPLETELY BROKE KNACKERED GOT BOUT 3 C U 2MRW LOVE JANX P.S DADS FONE , -NO CREDIT",0
1303,cant pick phone right . Pls send message,0
1304,right ! 'll make appointment right .,0
1305,Designation software developer may get chennai : ),0
1306,Enjoy jamster videosound gold club credit 2 new videosounds+2 logos+musicnews ! get fun jamster.co.uk ! 16+only Help ? call : 09701213186,1
1307,"Get 3 Lions England tone , reply lionm 4 mono lionp 4 poly . 4 go 2 www.ringtones.co.uk , original n best . Tones 3GBP network operator rate apply",1
1308,jokin oni lar .. ï¿½ï¿½ busy wun disturb ï¿½_ .,0
1309,"Ok , careful ! n't text drive !",0
1310,"I.ll always , even spirit . I.ll get bb soon . trying sure need .",0
1311,U r much close heart . u go away shattered . Plz stay .,0
1312,love u 2 babe ! R u sure everything alrite . idiot ? Txt bak girlie,0
1313,abt making pic bigger ?,0
1314,Got got 2 colour lor . One colour quite light n e darker lor . Actually 'm done 's styling hair .,0
1315,"Whenevr ur sad , Whenevr ur gray , Remembr im 2 listn 2 watevr u wan na say , Jus walk wid little , & amp ; promise 'll bring back ur smile . : - )",0
1316,nothing . Ok anyway give treat,0
1317,"Win newest ï¿½ï¿½ï¿½Harry Potter Order Phoenix ( Book 5 ) reply HARRY , answer 5 question - chance first among reader !",1
1318,Ok ...,0
1319,Correct . work today,0
1320,"sent . scream moan bed , princess ?",0
1321,"wake long ago already ... Dunno , thing ?",0
1322,Oh getting even u .... u ?,0
1323,thk 50 shd ok said plus minus 10 .. ï¿½_ leave line paragraph ?,0
1324,call plz . number show coveragd area . urgnt call vasai & amp ; reach 4 ' clock call plz,0
1325,Yeah jay 's sort fucking retard,0
1326,"Sorry , bathroom , sup",0
1327,Ur balance ï¿½500 . Ur next question : sang 'Uptown Girl ' 80 's ? 2 answer txt ur ANSWER 83600 . Good luck !,1
1328,exam february 4 . Wish great day .,0
1329,dont know come ask question like dont mistake .,0
1330,"Aight rush , 'll ask jay",0
1331,Good Morning plz call sir,0
1332,'s ok lar . U sleep early ... Nite ...,0
1333,"Oh ... Icic ... K lor , den meet day ...",0
1334,"Oh ! half hour much longer Syria Canada , eh ? Wow must get much work done day u extra time ! * grin *",0
1335,"Sometimes put wall around heart , safe getting hurt .. find care enough break wall & amp ; get closer .. GOODNOON : )",0
1336,"Sweet , may may go 4U meet carlos gauge patty 's interest",0
1337,buying today ? ï¿½ï¿½ need c meh ...,0
1338,Aight sorry take ten year shower . 's plan ?,0
1339,Every monday .. nxt week vl completing ..,0
1340,Might ax well im .,0
1341,chill another 6hrs . could sleep pain surgical emergency see unfolds . Okay,0
1342,Yeah 'll try scrounge something,0
1343,Crazy ar 's married . ï¿½ï¿½ like gd looking guy . frens like say 's korean leona 's fave dun thk . Aft thinking mayb prob 'll go .,0
1344,somewhere Fredericksburg,0
1345,Que pas un buen tiempo something like,0
1346,ok stay night ? Xavier sleeping bag 'm getting tired,0
1347,doesnt need test .,0
1348,"Nothing much , chillin home . super bowl plan ?",0
1349,"FREE2DAY sexy St George 's Day pic Jordan ! Txt PIC 89080 dont miss , every wk saucy celeb ! 4 pic c PocketBabe.co.uk 0870241182716 ï¿½3/wk",1
1350,Bugis oso near wat ...,0
1351,Yo there class tmrw right ?,0
1352,Let Ur Heart Ur Compass Ur Mind Ur Map Ur Soul Ur Guide U Never loose world .... gnun - Sent via WAY2SMS.COM,0
1353,"Goodnight , sleep well da please take care pa . Please .",0
1354,Baaaaabe ! miss youuuuu ! ? go teach class 5 ...,0
1355,Convey regard,0
1356,U ned convince tht possible witot hurting feeling main,0
1357,"Good afternoon loverboy ! go day ? luck come way ? think , sweetie send love across sea make smile happy",0
1358,start sending blackberry torch nigeria find buyer ? like 4a month . tell dad buy bb anyone oh .,0
1359,"& lt ; # & gt ; % pple marry lover ... becz hav gud undrstndng dat avoids problem . sent dis 2 u , u wil get gud news friday person like . tomorrow best day life . Dont break chain . break suffer . send & lt ; # & gt ; frnds & lt ; # & gt ; min whn u read ...",0
1360,Yo dude guess got arrested day,0
1361,Shuhui say change 2 suntec steamboat ? U noe ? r u ?,0
1362,dance river ?,0
1363,"Yetunde , 'm sorry moji seem busy able go shopping . please find way get wanted u get . Please forgive . reply free via yahoo messenger .",0
1364,Hey really pretty late ... want go lesson first ? join . 'm reaching tp mrt,0
1365,"HOT LIVE FANTASIES call 08707509020 20p per min NTT Ltd , PO Box 1327 Croydon CR9 5WB 0870 .. k",1
1366,Bbq sat mine 6ish . Ur welcome 2 come,0
1367,"n't know , thing 's wrong everyso often , panicks start goin bout bein good enough ï¿½ï¿½_",0
1368,Alright . 'm -- good night !,0
1369,try making another butt .,0
1370,Hope feeling great . Pls fill . Abiola,0
1371,though shd go n fun bar town something ï¿½ï¿½ï¿½ sound ok ?,0
1372,"1 ) Go write msg 2 ) Put Dictionary mode 3 ) Cover screen hand , 4 ) Press & lt ; # & gt ; . 5 ) Gently remove Ur hand .. interesting .. : )",0
1373,"Bears Pic Nick , Tom , Pete ... Dick . fact , type try gay chat photo upload call 08718730666 ( 10p/min ) . 2 stop text call 08712460324",1
1374,"500 New Mobiles 2004 , MUST GO ! Txt : NOKIA : 89545 & collect today ! ï¿½1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",1
1375,'re finally ready fyi,0
1376,Auntie huai juan never pick phone,0
1377,Double Mins & Double Txt & 1/2 price Linerental Latest Orange Bluetooth mobile . Call MobileUpd8 latest offer . 08000839402 call2optout/LF56,1
1378,"Ya tel , wats ur problem ..",0
1379,. 1 Nokia Tone 4 ur mob every week ! txt NOK 87021 . 1st Tone FREE ! get txtin tell ur friend . 150p/tone . 16 reply HL 4info,1
1380,dnt wnt tlk wid u,0
1381,spend day waiting ideal path appear front u .. forget .. \paths made walking .. waiting .. \ `` Goodnight ! ``,0
1382,ok arm feeling weak cuz got shot go another time,0
1383,Please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve ... already see net .. ticket available .. want book ticket tackle ..,0
1384,"Storming msg : Wen u lift phne , u say \HELLO\ `` u knw wt real meaning HELLO ? ? . . . 's name girl .. ! . . . Yes .. u knw dat girl ? ? \ `` Margaret Hello\ `` girlfrnd f Grahmbell invnted telphone ... . . . . Moral : One 4get name person",0
1385,'s ok . popped ask bout something said 'd . around tonght wen girl come ?,0
1386,e best 4 ur exam later .,0
1387,Hope ur head n't hurt 2 much ! ploughing way pile ironing ! Staying chinky tonight come round like .,0
1388,Oh k.i think wi nz player unsold .,0
1389,"Haha ... got fast lose weight , thk muz go 4 month den got effect ... Gee , later go aust put bk e weight .",0
1390,"wonder got online , love ? gone net cafe ? get phone recharged ? friend net ? think , boytoy",0
1391,"Haha kidding , papa need drug",0
1392,"Thk shld b ... Ya , wana go 4 lesson ... Haha , go one whole stretch ...",0
1393,Oh ok ..,0
1394,R still meeting 4 dinner tonight ?,0
1395,Thats cool ! gentleman treat dignity respect .,0
1396,Shall start hear .,0
1397,wait 4 u lor ... need 2 feel bad lar ...,0
1398,check ? got detailed message,0
1399,registered Sinco Payee . Log icicibank.com enter URN & lt ; # & gt ; confirm . Beware fraud . share disclose URN anyone .,0
1400,", decided people care stuff vote caring stuff loser",0
1401,Kaiez ... Enjoy ur tuition ... Gee ... Thk e second option sound beta ... 'll go yan jiu den msg u ...,0
1402,registered Sinco Payee . Log icicibank.com enter URN & lt ; # & gt ; confirm . Beware fraud . share disclose URN anyone .,0
1403,cool . fun practicing making baby !,0
1404,Actually getting ready leave house .,0
1405,K .. k .. special today ?,0
